Price,close,high,low,open,volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Datetime,,,,,
2025-04-04 13:30:00+00:00,99.23500061035156,99.72540283203125,98.5999984741211,98.94000244140625,37788181
2025-04-04 13:31:00+00:00,99.04499816894531,100.12409973144531,98.93000030517578,99.22419738769531,3105015
2025-04-04 13:32:00+00:00,98.18000030517578,99.0199966430664,98.08000183105469,99.0199966430664,2481148
2025-04-04 13:33:00+00:00,98.30999755859375,98.66000366210938,98.1500015258789,98.18000030517578,2208824
2025-04-04 13:34:00+00:00,98.45500183105469,98.5,97.98999786376953,98.30999755859375,2500855
2025-04-04 13:35:00+00:00,98.18789672851562,98.73999786376953,97.93000030517578,98.49500274658203,2047736
2025-04-04 13:36:00+00:00,97.70999908447266,98.19999694824219,97.69999694824219,98.17009735107422,2136047
2025-04-04 13:37:00+00:00,97.37349700927734,97.83000183105469,97.22000122070312,97.72000122070312,2372175
2025-04-04 13:38:00+00:00,97.65989685058594,97.79000091552734,97.18000030517578,97.37000274658203,2384026
2025-04-04 13:39:00+00:00,97.16999816894531,97.87310028076172,97.05000305175781,97.6449966430664,2333316
2025-04-04 13:40:00+00:00,96.54000091552734,97.19000244140625,96.48999786376953,97.17500305175781,3380110
2025-04-04 13:41:00+00:00,96.62999725341797,97.08999633789062,96.44999694824219,96.54010009765625,2110565
2025-04-04 13:42:00+00:00,96.37999725341797,96.94999694824219,96.30000305175781,96.62470245361328,2559412
2025-04-04 13:43:00+00:00,96.29000091552734,96.83999633789062,96.22000122070312,96.38999938964844,2538994
2025-04-04 13:44:00+00:00,96.58000183105469,96.88999938964844,96.21009826660156,96.29000091552734,2314051
2025-04-04 13:45:00+00:00,97.12999725341797,97.13999938964844,97.12999725341797,97.13999938964844,2204293
2025-04-04 13:46:00+00:00,96.79000091552734,97.30999755859375,96.5999984741211,97.12000274658203,2173115
2025-04-04 13:47:00+00:00,96.9749984741211,97.3396987915039,96.79000091552734,96.80000305175781,1653780
2025-04-04 13:48:00+00:00,97.5999984741211,97.6500015258789,96.94999694824219,97.00499725341797,2068032
2025-04-04 13:49:00+00:00,97.30999755859375,97.76000213623047,97.25289916992188,97.56500244140625,2029630
2025-04-04 13:50:00+00:00,97.77999877929688,97.91999816894531,97.19000244140625,97.29000091552734,1345616
2025-04-04 13:51:00+00:00,97.58000183105469,98.05000305175781,97.5,97.80000305175781,1814562
2025-04-04 13:52:00+00:00,97.94000244140625,97.98999786376953,97.5,97.57009887695312,1336377
2025-04-04 13:53:00+00:00,97.97769927978516,98.4800033569336,97.88999938964844,97.94000244140625,1842862
2025-04-04 13:54:00+00:00,97.36000061035156,98.08999633789062,97.25,97.9800033569336,1517725
2025-04-04 13:55:00+00:00,96.94629669189453,97.5,96.93000030517578,97.37000274658203,1806278
2025-04-04 13:56:00+00:00,97.38999938964844,97.52999877929688,96.76000213623047,96.93000030517578,1489625
2025-04-04 13:57:00+00:00,97.87000274658203,97.9000015258789,97.22000122070312,97.375,1517651
2025-04-04 13:58:00+00:00,97.66000366210938,97.97000122070312,97.40010070800781,97.88999938964844,1657510
2025-04-04 13:59:00+00:00,97.63500213623047,97.97000122070312,97.52999877929688,97.68000030517578,1235545
2025-04-04 14:00:00+00:00,97.69999694824219,97.86000061035156,97.2249984741211,97.6449966430664,1420274
2025-04-04 14:01:00+00:00,97.16999816894531,97.75,97.0999984741211,97.69999694824219,1227578
2025-04-04 14:02:00+00:00,97.16000366210938,97.47989654541016,96.94999694824219,97.16999816894531,1289770
2025-04-04 14:03:00+00:00,97.28119659423828,97.4800033569336,97.00499725341797,97.16000366210938,1185375
2025-04-04 14:04:00+00:00,97.37120056152344,97.55999755859375,97.20999908447266,97.27999877929688,946104
2025-04-04 14:05:00+00:00,96.81500244140625,97.69999694824219,96.76000213623047,97.37999725341797,1569252
2025-04-04 14:06:00+00:00,96.65299987792969,96.91999816894531,96.51000213623047,96.80999755859375,1152814
2025-04-04 14:07:00+00:00,96.72000122070312,96.7572021484375,96.4000015258789,96.63999938964844,1400862
2025-04-04 14:08:00+00:00,96.36000061035156,96.70500183105469,96.30000305175781,96.70500183105469,1158316
2025-04-04 14:09:00+00:00,95.95999908447266,96.36000061035156,95.91000366210938,96.36000061035156,2371708
2025-04-04 14:10:00+00:00,95.81999969482422,96.13999938964844,95.75,95.95999908447266,1943442
2025-04-04 14:11:00+00:00,95.66000366210938,95.81999969482422,95.49500274658203,95.80999755859375,1987143
2025-04-04 14:12:00+00:00,95.49500274658203,95.75,95.30999755859375,95.66000366210938,1651406
2025-04-04 14:13:00+00:00,95.51000213623047,95.80999755859375,95.41999816894531,95.49500274658203,1206716
2025-04-04 14:14:00+00:00,95.822998046875,95.94000244140625,95.4800033569336,95.48999786376953,1318535
2025-04-04 14:15:00+00:00,95.32499694824219,95.87000274658203,95.30000305175781,95.79000091552734,1374456
2025-04-04 14:16:00+00:00,95.29499816894531,95.43000030517578,95.0999984741211,95.32250213623047,1908728
2025-04-04 14:17:00+00:00,95.6500015258789,95.80000305175781,95.25,95.30000305175781,1532296
2025-04-04 14:18:00+00:00,95.37000274658203,95.78990173339844,95.30000305175781,95.6500015258789,1137612
